stage,category,time_min_s,time_avg_s,time_max_s,max_over_avg,max_percent_of_total,cache_references_total,cache_misses_total,cache_miss_rate_percent,instructions_total,cycles_total,ipc,minor_faults_total,major_faults_total,rchar_total_bytes,wchar_total_bytes,physical_read_total_bytes,physical_write_total_bytes,send_messages_total,receive_messages_total,send_total_bytes,receive_total_bytes,send_max_rank_bytes,receive_max_rank_bytes
geometry_load,io,1.723884065,1.7281693095,1.732454554,1.00247964391,0.473437940808,2798158281,46357638,1.65671964716,6632657613,7477889410,0.886969203386,10454,0,2070361,0,0,0,0,0,0,0,0,0
coarse_local_size,setup,0.453410073,0.456249642,0.459089211,1.00622371776,0.125457981106,532703283,12440117,2.33528070823,1265206803,1753659751,0.721466522955,19520,0,0,0,0,0,0,0,0,0,0,0
coarse_edge_mesh,setup,0.0123699180003,0.0124484090002,0.0125269,1.00630530374,0.00342329888367,12515151,317301,2.53533497119,25501855,49206378,0.518263201571,983,0,0,0,0,0,0,0,0,0,0,0
coarse_surface_mesh,setup,8.150145393,8.1766857185,8.203226044,1.00324585369,2.24174333306,11329551276,329828543,2.91122335709,30625527012,35601328617,0.860235508103,30337,0,0,0,0,0,0,0,0,0,0,0
coarse_volume_mesh,setup,14.210020319,14.3409270335,14.471833748,1.00912819054,3.95480225068,10618952949,251551779,2.36889437413,26857451397,42838929229,0.626940305941,42972,0,0,0,0,0,0,0,0,0,0,0
coarse_mesh_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
submesh_initialization,setup,0.000126260999878,0.000127051499931,0.000127841999984,1.00622188682,3.49361275199e-05,8155207643,210735310,2.58405817761,20176274825,33103837380,0.609484471344,5,0,0,0,0,0,0,0,0,0,0,0
metis_partition,compute,0.105772531,0.1102804595,0.114788388,1.04087694702,0.0313688909864,8273796248,221338833,2.67517867694,20460647223,33585925796,0.609203014003,290,0,0,0,0,0,0,0,0,0,0,0
face_map_setup,compute,0.00668646599979,0.00692802899994,0.00716959200008,1.03486749264,0.00195927614096,8161322389,210862262,2.58367764376,20192077248,33133295534,0.609419525664,212,0,0,0,0,0,0,0,0,0,0,0
face_local_extract,compute,0.172148781,0.176931001,0.181713221,1.02702872856,0.0496578296782,8296417859,215242292,2.59440032624,20547728577,33844046926,0.60712977446,777,0,0,0,0,0,0,0,0,0,0,0
face_pre_collective_wait,synchronization,2.86209997284e-05,0.000467045999812,0.000905470999896,1.93871909889,0.000247443331002,8156183107,210726668,2.58364317274,20178238127,33105420533,0.609514629391,0,0,0,0,0,0,0,0,0,0,0,0
face_collective_setup,compute,0.000152882000293,0.00015587200005,0.000158861999807,1.01918240451,4.34131434431e-05,8155042541,210728505,2.58402704757,20175985030,33103682162,0.609478574959,32,0,0,0,0,0,0,0,0,0,0,0
face_allgatherv,communication,0.0486757630001,0.0486792325,0.048682702,1.00007127269,0.0133038053637,8374858559,211448818,2.52480464608,20603052957,33305876202,0.618601139092,1514,0,0,0,0,0,2,2,4859624,9719248,2429904,4859624
face_global_merge,compute,0.0730784339999,0.0752400019999,0.0774015699999,1.02872897319,0.0211519775982,8191619564,212517683,2.59433047811,20265287402,33432956131,0.606147040142,416,0,0,0,0,0,0,0,0,0,0,0
part_face_create,compute,0.0290541909999,0.0300780245,0.0311018580001,1.03403925348,0.00849938578351,8173017374,211325248,2.58564540279,20219489248,33235186942,0.608375974635,4,0,0,0,0,0,0,0,0,0,0,0
surface_refine,compute,0.280405023,0.283128539,0.285852055,1.00961936232,0.0781164550506,8403087180,218904720,2.60505115931,20689425351,34215232310,0.604684637636,14584,0,0,0,0,0,0,0,0,0,0,0
refined_surface_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
local_volume_mesh,compute,225.39995685,253.079251013,280.758545176,1.10937006512,76.7245219711,268226966812,7541223392,2.81150828406,698667158937,1.09310457256e+12,0.639158573183,285386,0,0,0,0,0,0,0,0,0,0,0
