stage,category,time_min_s,time_avg_s,time_max_s,max_over_avg,max_percent_of_total,cache_references_total,cache_misses_total,cache_miss_rate_percent,instructions_total,cycles_total,ipc,minor_faults_total,major_faults_total,rchar_total_bytes,wchar_total_bytes,physical_read_total_bytes,physical_write_total_bytes,send_messages_total,receive_messages_total,send_total_bytes,receive_total_bytes,send_max_rank_bytes,receive_max_rank_bytes
geometry_load,io,1.706485321,1.75090337159,1.986552113,1.13458694822,3.68418718082,0,0,0,0,0,0,191822,0,33122945,0,0,0,0,0,0,0,0,0
coarse_local_size,setup,0.444296392,0.458763286219,0.496293174,1.08180665042,0.920407241075,0,0,0,0,0,0,279735,0,0,0,0,0,0,0,0,0,0,0
coarse_edge_mesh,setup,0.012129825,0.0125615390312,0.013510591,1.07555220474,0.0250562498923,0,0,0,0,0,0,16295,0,0,0,0,0,0,0,0,0,0,0
coarse_surface_mesh,setup,8.040891574,8.193115561,8.604850517,1.05025377134,15.9582423034,0,0,0,0,0,0,459119,0,0,0,0,0,0,0,0,0,0,0
coarse_volume_mesh,setup,13.117177419,13.3334056391,13.879570202,1.04096212008,25.7405452788,0,0,0,0,0,0,834306,0,0,0,0,0,0,0,0,0,0,0
coarse_mesh_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
submesh_initialization,setup,0.000113681999999,0.00046622978125,0.010974645,23.5391333659,0.0203531768225,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0
metis_partition,compute,0.131833698,0.139795222844,0.170673603,1.22088294241,0.316525046668,0,0,0,0,0,0,12343,0,0,0,0,0,0,0,0,0,0,0
face_map_setup,compute,0.00662793799999,0.00713713678125,0.007856934,1.10085237831,0.0145711835767,0,0,0,0,0,0,6209,0,0,0,0,0,0,0,0,0,0,0
face_local_extract,compute,0.150086807,0.158420146062,0.165207235,1.04284233481,0.306387319709,0,0,0,0,0,0,16663,0,0,0,0,0,0,0,0,0,0,0
face_pre_collective_wait,synchronization,3.69799999973e-05,0.0372197230937,0.052127609,1.40053726001,0.0966739646987,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
face_collective_setup,compute,0.000108221000005,0.00011599209375,0.000129520999998,1.11663645177,0.000240204928286,0,0,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0
face_allgatherv,communication,0.064363345,0.0660734525,0.068024878,1.02953418394,0.126156460666,0,0,0,0,0,0,21165,0,0,0,0,0,32,32,4859624,155507968,153824,4859624
face_global_merge,compute,0.072864575,0.076704126875,0.080128892,1.04464903343,0.148604124094,0,0,0,0,0,0,9672,0,0,0,0,0,0,0,0,0,0,0
