stage,category,time_min_s,time_avg_s,time_max_s,max_over_avg,max_percent_of_total,cache_references_total,cache_misses_total,cache_miss_rate_percent,instructions_total,cycles_total,ipc,minor_faults_total,major_faults_total,rchar_total_bytes,wchar_total_bytes,physical_read_total_bytes,physical_write_total_bytes,send_messages_total,receive_messages_total,send_total_bytes,receive_total_bytes,send_max_rank_bytes,receive_max_rank_bytes
geometry_load,io,1.719602652,1.74419903331,1.858901003,1.06576197297,4.23499619555,89815638514,1597053627,1.77814649367,212241774410,241611797073,0.878441272244,384463,0,66251521,0,0,0,0,0,0,0,0,0
coarse_local_size,setup,0.447016063,0.463416422516,0.52460187,1.13203124557,1.19516150674,17234484332,400448971,2.32353323306,40710300417,56560516634,0.719765356466,525337,0,0,0,0,0,0,0,0,0,0,0
coarse_edge_mesh,setup,0.0121915529999,0.0126240334063,0.0130779390001,1.03595567116,0.029794497836,403186186,10906186,2.70499991783,819082448,1590213810,0.515076930441,32055,0,0,0,0,0,0,0,0,0,0,0
coarse_surface_mesh,setup,8.045025343,8.18523158827,8.568296077,1.0467994686,19.5205130504,362687753873,10484662554,2.8908234265,980026867084,1.14024568991e+12,0.859487455869,966955,0,0,0,0,0,0,0,0,0,0,0
coarse_volume_mesh,setup,13.388101623,14.208577999,14.653685694,1.03132668836,33.3844045835,340630891464,8123067783,2.38471259846,860678653984,1.38105553289e+12,0.62320350883,1693035,0,0,0,0,0,0,0,0,0,0,0
coarse_mesh_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
submesh_initialization,setup,0.000114060999977,0.000128751218757,0.000181482000016,1.40955558921,0.000413456971828,239068305838,5587111873,2.33703579126,614328857699,987834247154,0.621894674607,257,0,0,0,0,0,0,0,0,0,0,0
metis_partition,compute,0.162373057,0.168949209422,0.184499366,1.09204042227,0.420331212813,246332422048,5975967979,2.42597703109,631051125386,1.01141285249e+12,0.623930300899,20643,0,0,0,0,0,0,0,0,0,0,0
face_map_setup,compute,0.00656898000011,0.00704349193751,0.00827692799999,1.17511712563,0.0188567107846,239263403683,5591457397,2.33694635742,614833987554,988785174873,0.621807449361,9532,0,0,0,0,0,0,0,0,0,0,0
face_local_extract,compute,0.149696889,0.157928783578,0.164923043,1.04428742667,0.375731928992,242973975434,5725574506,2.35645586972,624773680192,1.0098911306e+12,0.618654487856,31497,0,0,0,0,0,0,0,0,0,0,0
face_pre_collective_wait,synchronization,3.84400000257e-05,0.0224345069219,0.0347950859998,1.5509628146,0.0792710620926,240971377389,5592657175,2.32088027864,618075293406,990966340613,0.623709674159,110,0,0,0,0,0,0,0,0,0,0,0
face_collective_setup,compute,0.000104800999907,0.000114691078139,0.000137242000164,1.19662315842,0.000312668263467,239063090136,5586889239,2.33699365127,614319522253,987827502275,0.621889470417,1006,0,0,0,0,0,0,0,0,0,0,0
face_allgatherv,communication,0.06082072,0.0627268362187,0.064990611,1.03608941432,0.148063285719,247291542780,5620802962,2.27294589164,630335094581,996441916845,0.632585887772,46207,0,0,0,0,0,64,64,4859624,311015936,83720,4859624
face_global_merge,compute,0.072693609,0.0761162080313,0.0809086480001,1.06296214818,0.184328168049,240227112436,5643540416,2.34925207183,617161859576,998469985836,0.618107572917,15981,0,0,0,0,0,0,0,0,0,0,0
part_face_create,compute,0.0173346659999,0.0182537109219,0.0196514279999,1.07657166721,0.0447703899681,239353736225,5598413402,2.33897055057,614988760424,990374096712,0.620966120243,495,0,0,0,0,0,0,0,0,0,0,0
surface_refine,compute,0.00954371699981,0.0143017486562,0.019685662,1.37645140278,0.04484838275,239421132854,5601880197,2.33976012486,615051072961,989811682170,0.621381909347,1972,0,0,0,0,0,0,0,0,0,0,0
refined_surface_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
local_volume_mesh,compute,9.661284974,12.4280424653,16.257923365,1.30816445231,37.0392202098,509279030420,11723474571,2.30197472716,1.33725016067e+12,2.17098602488e+12,0.615964426,350090,0,0,0,0,0,0,0,0,0,0,0
volume_refine,compute,0.526057214,0.852451650625,1.315119459,1.54274961874,2.99613906096,471476682611,11159958055,2.3670222657,1.21945935434e+12,2.03114584442e+12,0.600380006037,432348,0,0,0,0,0,0,0,0,0,0,0
refined_volume_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjacency_build,compute,0.00325420700005,0.00378231390626,0.00420794499996,1.11253193264,0.00958664879794,452308023469,10405073014,2.30043962833,1.18270277391e+12,1.92292908085e+12,0.61505272643,186,0,0,0,0,0,0,0,0,0,0,0
vertex_numbering_local,compute,0.00657643599993,0.0149114884219,0.0187557510001,1.25780542287,0.0427298355328,452674856237,10412489003,2.30021368749,1.18358019062e+12,1.92445151105e+12,0.615022090099,6963,0,0,0,0,0,0,0,0,0,0,0
vertex_count_allgather,communication,0.000207722999903,4.0241215113,7.014949844,1.74322515468,15.9816396104,797311140238,11277432440,1.41443307021,1.863023274e+12,2.48847865366e+12,0.748659535922,3814,0,0,0,0,0,64,64,256,16384,4,256
element_count_allgather,communication,4.87000002067e-05,0.000964726203119,0.00121673599983,1.26122416485,0.00277199932754,452329299610,10403100155,2.29989526745,1.182731362e+12,1.92253203536e+12,0.615194618477,499,0,0,0,0,0,64,64,256,16384,4,256
vertex_exchange_prepare,compute,8.18000012259e-06,7.06605156253e-05,0.000223423000079,3.16192145079,0.000509008039593,452253080074,10402871646,2.30023234873,1.18258168882e+12,1.92240271474e+12,0.615158145459,1155,0,0,0,0,0,0,0,0,0,0,0
vertex_exchange,communication,0.000397004999968,0.00291550389062,0.00521962799985,1.79030047487,0.0118914910939,452525410410,10404612907,2.29923285359,1.18312554044e+12,1.92278388099e+12,0.615319044505,3249,0,0,0,0,0,228,228,7113282,7113282,326392,325424
vertex_exchange_unpack,compute,3.63999993169e-06,0.00167930109374,0.00607517000003,3.6176776295,0.0138406089382,452292954347,10403624172,2.30019593982,1.18267711948e+12,1.92262180309e+12,0.615137682085,6143,0,0,0,0,0,0,0,0,0,0,0
partition_result_io,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
volume_exchange_pack,compute,0.141260963,0.266027878375,0.382508324,1.4378505228,0.871440326456,914225110578,20962496534,2.29292504564,2.3925637662e+12,3.88156801834e+12,0.616391044779,73843,0,0,0,0,0,0,0,0,0,0,0
volume_size_exchange,communication,3.42210000781e-05,0.0465739694844,0.167468567,3.59575464265,0.381531207404,456206271098,10414887606,2.28293389763,1.19038945163e+12,1.92892725999e+12,0.617125112138,262,0,0,0,0,0,304,304,1216,1216,36,36
volume_payload_prepare,compute,2.64000000243e-05,0.00027789093749,0.000979032000032,3.52307998554,0.00223045594615,452253120019,10402877926,2.30023353417,1.18258626463e+12,1.92241366486e+12,0.615157021742,4770,0,0,0,0,0,0,0,0,0,0,0
volume_payload_exchange,communication,0.00146623799992,0.0171100882969,0.0913845720002,5.34097606129,0.20819468822,453572019240,10405947839,2.29422173273,1.18518275529e+12,1.92464357611e+12,0.615793370785,20663,0,0,0,0,0,304,304,150935160,150935160,4212000,4225800
volume_exchange_unpack,compute,0.125339869,0.193410708656,0.265006361,1.37017418964,0.603744324641,460687776084,10605254962,2.30204826621,1.20620296931e+12,1.94652027293e+12,0.619671413693,528859,0,0,0,0,0,0,0,0,0,0,0
final_mesh_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
testout_io,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
final_count_exchange,communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quality_evaluation,postprocess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
