rank,host,total_wall_seconds,coarse_points,coarse_surface_elements,coarse_volume_elements,facemap_entries,physical_boundary_faces,partition_boundary_faces,local_points_before_adjacency,local_surface_elements_before_adjacency,local_volume_elements_before_adjacency,shared_vertices,adjacent_processes,vertex_send_items,vertex_receive_items,volume_send_items,volume_receive_items,local_points_after_adjacency,local_surface_elements_after_adjacency,local_volume_elements_after_adjacency,peak_rss_mib,hardware_cache_available,process_io_available
53,cn3347,46.264742915,8067,12694,26411,15125,12694,2431,127457,62464,668672,13848,8,5500,8431,27201,27139,139230,62464,695811,352.2890625,1,1
54,cn3347,46.175157754,8067,12694,26411,15125,12694,2431,143862,61440,768512,3146,4,984,2178,5927,5943,146486,61440,774455,352.0625,1,1
55,cn3347,46.129311361,8067,12694,26411,15125,12694,2431,125741,54272,671104,2449,3,0,2449,4656,4684,127729,54272,675788,350.8125,1,1
56,cn3347,46.283810348,8067,12694,26411,15125,12694,2431,134289,61440,711424,13640,6,8520,5206,26510,26709,145685,61440,738133,351.99609375,1,1
57,cn3347,46.361980922,8067,12694,26411,15125,12694,2431,188082,100352,973696,9258,6,2689,6602,17899,17776,195866,100352,991472,378.8671875,1,1
58,cn3347,46.24102683,8067,12694,26411,15125,12694,2431,112561,58880,584960,14416,8,10412,4196,28480,28625,124304,58880,613585,351.76171875,1,1
59,cn3347,46.331847685,8067,12694,26411,15125,12694,2431,162439,76288,857536,11721,6,2536,9217,22992,22912,172289,76288,880448,374.73828125,1,1
60,cn3347,46.193772102,8067,12694,26411,15125,12694,2431,140763,49152,771648,1785,1,1785,0,3363,3340,142275,49152,774988,350.234375,1,1
61,cn3347,46.317747587,8067,12694,26411,15125,12694,2431,165511,81920,867008,10370,9,2461,7972,20175,20099,174653,81920,887107,374.29296875,1,1
62,cn3347,46.297625843,8067,12694,26411,15125,12694,2431,145999,79872,753088,13417,9,1904,11513,26212,26145,157327,79872,779233,374.66015625,1,1
63,cn3347,46.155936759,8067,12694,26411,15125,12694,2431,118573,56320,624768,2329,2,0,2329,4354,4363,120621,56320,629131,350.7109375,1,1
