stage,category,time_min_s,time_avg_s,time_max_s,max_over_avg,max_percent_of_total,cache_references_total,cache_misses_total,cache_miss_rate_percent,instructions_total,cycles_total,ipc,minor_faults_total,major_faults_total,rchar_total_bytes,wchar_total_bytes,physical_read_total_bytes,physical_write_total_bytes,send_messages_total,receive_messages_total,send_total_bytes,receive_total_bytes,send_max_rank_bytes,receive_max_rank_bytes
geometry_load,io,2.13473895,2.1865703895,2.238401829,1.0237044459,0.617029130181,0,0,0,0,0,0,13891,0,2070197,0,23367680,0,0,0,0,0,0,0
coarse_local_size,setup,0.544825594,0.550343135,0.555860676,1.01002563791,0.153226389011,0,0,0,0,0,0,15366,0,0,0,0,0,0,0,0,0,0,0
coarse_edge_mesh,setup,0.0146195909997,0.0150114594999,0.015403328,1.02610462362,0.00424602140448,0,0,0,0,0,0,1045,0,0,0,0,0,0,0,0,0,0,0
coarse_surface_mesh,setup,8.629137902,8.6333149495,8.637491997,1.00048382893,2.38097740308,0,0,0,0,0,0,36632,0,0,0,0,0,0,0,0,0,0,0
coarse_volume_mesh,setup,14.08294051,14.2773926815,14.471844853,1.01361958558,3.98925238805,0,0,0,0,0,0,64177,0,0,0,0,0,0,0,0,0,0,0
coarse_mesh_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
submesh_initialization,setup,0.000137360999815,0.000183531499943,0.00022970200007,1.25156717044,6.33187587088e-05,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
metis_partition,compute,0.137984886,0.1409095595,0.143834233,1.0207556784,0.0396487844714,0,0,0,0,0,0,699,0,0,0,0,0,0,0,0,0,0,0
face_map_setup,compute,0.00739392100013,0.00742502949993,0.00745613799972,1.0041896803,0.00205532996126,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0
face_local_extract,compute,0.176750652,0.1772492795,0.177747907,1.0028131426,0.048997295761,0,0,0,0,0,0,1515,0,0,0,0,0,0,0,0,0,0,0
face_pre_collective_wait,synchronization,2.99399998767e-05,0.00247178199993,0.00491362399998,1.98788728137,0.00135447045453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
face_collective_setup,compute,0.00314067399995,0.00319099850003,0.00324132300011,1.01577076896,0.000893490474089,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
face_allgatherv,communication,0.0492789649998,0.0493167924999,0.04935462,1.00076703083,0.0136049023256,0,0,0,0,0,0,1008,0,0,0,0,0,2,2,4859624,9719248,2429904,4859624
face_global_merge,compute,0.079165737,0.079890989,0.0806162409999,1.00907802005,0.0222223590145,0,0,0,0,0,0,701,0,0,0,0,0,0,0,0,0,0,0
part_face_create,compute,0.031951079,0.0324321995001,0.0329133200003,1.0148346553,0.00907275760233,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
surface_refine,compute,0.254664394,0.2585650315,0.262465669,1.01508571162,0.0723502640801,0,0,0,0,0,0,14347,0,0,0,0,0,0,0,0,0,0,0
refined_surface_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
local_volume_mesh,compute,217.355980181,249.054266047,280.752551914,1.12727461517,77.3911550014,0,0,0,0,0,0,182382,0,0,0,0,0,0,0,0,0,0,0
volume_refine,compute,31.011872281,34.6869840105,38.36209574,1.10595074303,10.5747459012,0,0,0,0,0,0,1572556,0,0,0,0,0,0,0,0,0,0,0
refined_volume_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjacency_build,compute,0.00284323699998,0.00288474449985,0.00292625199972,1.01438862259,0.000806639229243,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
vertex_numbering_local,compute,0.211964216,0.2174462065,0.222928197,1.02521078932,0.061451518537,0,0,0,0,0,0,2278,0,0,0,0,0,0,0,0,0,0,0
vertex_count_allgather,communication,0.000146921999658,28.01266281,56.025178698,1.99999475516,15.4436825562,0,0,0,0,0,0,35,0,0,0,0,0,2,2,8,16,4,8
element_count_allgather,communication,4.23599999522e-05,0.00196203550013,0.0038817110003,1.9784101766,0.00107001733608,0,0,0,0,0,0,2,0,0,0,0,0,2,2,8,16,4,8
vertex_exchange_prepare,compute,4.24000018029e-06,4.23605001743e-05,8.04810001682e-05,1.89990674891,2.21850790535e-05,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
vertex_exchange,communication,0.00546548000011,0.0122171245002,0.0189687690004,1.55263777495,0.00522885698415,0,0,0,0,0,0,100,0,0,0,0,0,1,1,237116,237116,237116,237116
vertex_exchange_unpack,compute,1.10000019049e-06,0.0017986795001,0.00359625900001,1.99938844014,0.000991330749435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
partition_result_io,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
volume_exchange_pack,compute,6.872869789,7.6639068855,8.454943982,1.1032159065,2.33065692824,0,0,0,0,0,0,2968,0,0,0,0,0,0,0,0,0,0,0
volume_size_exchange,communication,9.7120999726e-05,0.7930758865,1.586054652,1.99987753883,0.437205648094,0,0,0,0,0,0,4,0,0,0,0,0,2,2,8,8,4,4
volume_payload_prepare,compute,0.000175562000095,0.000178752500005,0.000181942999916,1.01784870092,5.01536987355e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
volume_payload_exchange,communication,0.00127625599998,0.00131109499989,0.0013459339998,1.0265724451,0.000371014924317,0,0,0,0,0,0,12,0,0,0,0,0,2,2,5032440,5032440,2525280,2525280
volume_exchange_unpack,compute,7.82509856,10.012321437,12.199544314,1.21845312206,3.3628788715,0,0,0,0,0,0,539057,0,0,0,0,0,0,0,0,0,0,0
final_mesh_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
testout_io,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
