algorithm,timing,ranks,partition_seed,repeat,core_seconds,face_pipeline_seconds,face_exchange_seconds,vertex_wait_seconds,compute_imbalance,element_imbalance,volume_elements_sum,face_payload_receive_bytes,predicted_actual_correlation,compute_wait_correlation,cut_before,cut_after,partition_moves,task_count,task_signature,active_workers,compute_max_seconds,compute_mean_seconds,task_cross_node_faces_before,task_cross_node_faces_after,task_cross_node_faces_limit,task_moved_between_nodes,task_completion_wait_max_seconds,task_dispatch_max_seconds,task_geometry_setup_max_seconds,task_merge_max_seconds,metis_partition_max_seconds,task_control_receive_bytes
baseline,natural,1024,41,5,105.75554136899996,0.8297065199999452,0.7108329469999717,,2.3970718982497474,1.2139526444057063,3718962176,4971395352,,,0,0,0,16384,4af0a68226382bca,1023,94.938147402999,39.605882273418366,15206,15206,16726,0,67.67838001999985,0.4393490579993795,0.43496434300004694,0.03895255499992345,2.9060469899998225,336121804
baseline,split,1024,41,1,105.59207362200004,0.8738835020001261,0.7349272510000446,6.170796755999845,2.393633733665471,1.2139526444057063,3718962176,4971395352,,0.03491498108092902,0,0,0,16384,4af0a68226382bca,1023,94.80268368600082,39.606177984810365,15206,15206,16726,0,67.51192129100014,0.430869865999739,0.4523045060000186,0.03819970699987607,2.9561318159999246,336121804
baseline,split,1024,41,2,105.72765820399991,0.9083546749998277,0.7389054669997677,6.237102122000124,2.3910567061580976,1.2139526444057063,3718962176,4971395352,,0.038031696297452136,0,0,0,16384,4af0a68226382bca,1023,94.66343162000112,39.59062592543212,15206,15206,16726,0,68.3698807679998,0.43229263499961235,0.46276670399993236,0.02916672799983644,2.9836557090002316,336121804
baseline,split,1024,41,3,106.00791640300031,0.8434806100003698,0.7211379730001681,6.21032008200018,2.4003339542796254,1.2139526444057063,3718962176,4971395352,,0.031478253786951654,0,0,0,16384,4af0a68226382bca,1023,95.0652008470006,39.60498941303816,15206,15206,16726,0,68.20427358200004,0.43843388799950844,0.49334170400015864,0.03957984299995587,2.9282144009998774,336121804
baseline,split,1024,41,4,106.11291743100003,0.8699452639999663,0.7160647929999868,6.235021572999926,2.4013485225138416,1.2139526444057063,3718962176,4971395352,,0.03020433570182187,0,0,0,16384,4af0a68226382bca,1023,95.022494274,39.57047191739002,15206,15206,16726,0,67.43784065499995,0.42945648599993547,0.438313418000007,0.040872836999938045,2.982861515999957,336121804
baseline,split,1024,41,5,105.43689017799989,0.9026852580000195,0.7520122450000599,6.199018361000071,2.3893196157979046,1.2139526444057063,3718962176,4971395352,,0.037069252415602105,0,0,0,16384,4af0a68226382bca,1023,94.65806072900068,39.61716134716031,15206,15206,16726,0,67.00625693899974,0.43336045200021545,0.43684541500033447,0.03802746900009879,3.007840258000215,336121804
combined,natural,1024,41,1,112.90269074799994,0.2782510880000473,0.23061257699987436,,2.44042371091188,2.1569475623513306,3718962176,31011344,,,0,0,0,16384,4af0a68226382bca,1023,96.48422207800024,39.535848486715565,15206,16726,16726,773,81.88270447100001,0.14449326600004042,0.43578842300007636,0.057058722999954625,2.933060418000082,336121804
combined,natural,1024,41,2,111.94749169200009,0.32251382100002957,0.24148702200000116,,2.420349157984943,2.138338602989868,3718962176,31089352,,,0,0,0,16384,4af0a68226382bca,1023,95.60707525799967,39.501356629717485,15206,16726,16726,793,80.20889455800011,0.13412498200023037,0.43704197300007763,0.06048995400010426,2.9568408239999826,336121804
combined,natural,1024,41,3,110.09926825399998,0.3053901709999991,0.25412590899986753,,2.3866753228295954,2.0606602953522484,3718962176,31055360,,,0,0,0,16384,4af0a68226382bca,1023,94.1898421309993,39.46487451813499,15206,16726,16726,779,78.87805620500012,0.13807680199943206,0.4366790789999868,0.05618556700028421,3.045830614999886,336121804
combined,natural,1024,41,4,112.29485359299997,0.36467841799992584,0.2778730610000366,,2.4343960028266767,2.1666749729266406,3718962176,31053568,,,0,0,0,16384,4af0a68226382bca,1023,96.20864589700005,39.52054053050049,15206,16726,16726,795,81.26596522800003,0.13984922100001995,0.43555317999999943,0.06267657900002632,2.9885423039999637,336121804
combined,natural,1024,41,5,118.65419486399992,0.4179530330000034,0.3110351190000529,,2.619585584730082,2.098583098899471,3718962176,30990120,,,0,0,0,16384,4af0a68226382bca,1023,103.4989986650005,39.509684000519066,15206,16726,16726,769,88.3084724050002,0.15213557099991704,0.43603476199996294,0.06155138600001919,2.910863000999825,336121804
combined,split,1024,41,1,117.47094955399984,0.3449824509998507,0.23951719499996216,9.16733372800013,2.4928662343541186,2.2239116206596234,3718962176,31098312,,-0.29158273776255694,0,0,0,16384,4af0a68226382bca,1023,98.58531585200126,39.54697387826103,15206,16726,16726,820,82.66400109699998,0.13839175099951717,0.43983397500005594,0.06303346499998952,2.931722501999957,336121804
combined,split,1024,41,2,118.88315898700012,0.30322955599967827,0.2375373969998691,8.421835158000249,2.6363392587455836,2.036412257396403,3718962176,30977856,,-0.29867303162818026,0,0,0,16384,4af0a68226382bca,1023,104.06195552699955,39.47214122074488,15206,16726,16726,787,87.99011529599966,0.1438838820008641,0.43644285800019134,0.05594185700010712,2.9968549780001013,336121804
combined,split,1024,41,3,117.25881990700009,0.2980534630000875,0.23448764599970673,8.49430285499966,2.584108391312141,2.0486772533391853,3718962176,31021872,,-0.31139028371217264,0,0,0,16384,4af0a68226382bca,1023,102.05767794700023,39.4943487239628,15206,16726,16726,776,84.95810341200013,0.15568923599948903,0.4777392289997806,0.05419293500017375,2.9693853339999805,336121804
combined,split,1024,41,4,113.62870690999989,0.2725210099999913,0.23992821300021205,9.521539647000054,2.436215353805884,2.1780941070802653,3718962176,31065440,,-0.3057997791679362,0,0,0,16384,4af0a68226382bca,1023,96.42668802100047,39.58052717727174,15206,16726,16726,808,82.292296244,0.14731249799956458,0.43880896199993913,0.06537449400002515,2.947342295999988,336121804
combined,split,1024,41,5,122.69122581200008,0.3484574869999051,0.24346621100039556,9.38777166700038,2.6330041580326444,2.2711389038875773,3718962176,31075576,,-0.2947178999591558,0,0,0,16384,4af0a68226382bca,1023,104.0522778880013,39.51846318607722,15206,16726,16726,793,88.93135390099997,0.13441358099953504,0.43800946600003954,0.05957610299992666,2.9518362329999945,336121804
sparse,natural,1024,41,1,105.01128978499997,0.3278682749999575,0.2648749999999609,,2.3856572280082884,1.2139526444057063,3718962176,27244336,,,0,0,0,16384,4af0a68226382bca,1023,94.43219334700007,39.583303183013676,15206,15206,16726,0,67.45266821900003,0.4378457909999156,0.4351126870000144,0.05548649400003569,3.0061872129999756,336121804
sparse,natural,1024,41,2,104.77047730200002,0.3761715179998646,0.30283410400011235,,2.370493095272366,1.2139526444057063,3718962176,27244336,,,0,0,0,16384,4af0a68226382bca,1023,93.81362407100073,39.575573646723356,15206,15206,16726,0,67.08643859100016,0.43680259199982174,0.4705086859999028,0.048362968999981604,2.9940530889998627,336121804
sparse,natural,1024,41,3,104.91205054500006,0.6116281310000886,0.5502551319996201,,2.36520590581113,1.2139526444057063,3718962176,27244336,,,0,0,0,16384,4af0a68226382bca,1023,93.96573394099914,39.72835249148183,15206,15206,16726,0,67.08975841700021,0.440169450000667,0.47970744700023715,0.03194664600005126,2.9733207219996984,336121804
sparse,natural,1024,41,4,104.51297926300003,0.30158342999999377,0.24860842600003252,,2.3757600919537167,1.2139526444057063,3718962176,27244336,,,0,0,0,16384,4af0a68226382bca,1023,94.09275663100004,39.60532755376931,15206,15206,16726,0,66.85091124800005,0.4361614770000415,0.43558758099999295,0.03171286299999565,2.9348559510000314,336121804
sparse,natural,1024,41,5,105.63148606800019,0.3095456070000182,0.2531406330001573,,2.3963223121493455,1.2139526444057063,3718962176,27244336,,,0,0,0,16384,4af0a68226382bca,1023,94.87292107400003,39.591051918598204,15206,15206,16726,0,68.14368989700006,0.4383351669998774,0.45485827700008485,0.03169448299991018,2.9204574010000215,336121804
sparse,split,1024,41,1,104.8546340559999,0.41474309299997003,0.27625367099994946,5.759764324000116,2.3747162561893576,1.2139526444057063,3718962176,27244336,,-0.1464944417176917,0,0,0,16384,4af0a68226382bca,1023,94.02207524200014,39.592972422261006,15206,15206,16726,0,66.46900537999989,0.43974982100007765,0.4509973169999739,0.055389308000030724,2.9990903709999657,336121804
sparse,split,1024,41,2,105.29011553299983,0.3279289830002199,0.2509897559998535,5.778137753999999,2.390277083401733,1.2139526444057063,3718962176,27244336,,-0.1355948071844871,0,0,0,16384,4af0a68226382bca,1023,94.63917931199944,39.59339273642422,15206,15206,16726,0,67.66451048800013,0.4317858980004985,0.4377754019999429,0.03154545600000347,2.9438360009999087,336121804
sparse,split,1024,41,3,105.94263502499962,0.41132445599987477,0.3198034649994952,5.740372006000143,2.409365217507573,1.2139526444057063,3718962176,27244336,,-0.1468406412866624,0,0,0,16384,4af0a68226382bca,1023,95.37537887600001,39.58527257841939,15206,15206,16726,0,68.21481948000019,0.4331990039995617,0.4372237609995864,0.050358769000013126,2.9090369779996763,336121804
sparse,split,1024,41,4,105.19790182999998,0.28726803899996867,0.23756569200008926,5.828265142999953,2.392856129829602,1.2139526444057063,3718962176,27244336,,-0.1493780559403216,0,0,0,16384,4af0a68226382bca,1023,94.74160837100021,39.59352473804887,15206,15206,16726,0,67.84597527599999,0.43486413800007995,0.4386806950000164,0.03216116300006888,2.9541770430000724,336121804
sparse,split,1024,41,5,105.55967515900011,0.37750791700000264,0.29773586900000737,5.770426224999937,2.3990927659542054,1.2139526444057063,3718962176,27244336,,-0.15658071651960995,0,0,0,16384,4af0a68226382bca,1023,94.9446760649987,39.575241696515135,15206,15206,16726,0,67.66862215800006,0.4309636410002895,0.43577745400011736,0.03462491499999487,2.974518379999836,336121804
