stage,category,time_min_s,time_avg_s,time_max_s,max_over_avg,max_percent_of_total,cache_references_total,cache_misses_total,cache_miss_rate_percent,instructions_total,cycles_total,ipc,minor_faults_total,major_faults_total,rchar_total_bytes,wchar_total_bytes,physical_read_total_bytes,physical_write_total_bytes,send_messages_total,receive_messages_total,send_total_bytes,receive_total_bytes,send_max_rank_bytes,receive_max_rank_bytes
geometry_load,io,1.830268741,1.830268741,1.830268741,1,0.253470904214,1413815239,23733354,1.67867436602,3316162850,3839056848,0.863796234674,6289,0,1035187,0,1748992,0,0,0,0,0,0,0
coarse_local_size,setup,0.455285955,0.455285955,0.455285955,1,0.0630518022324,269212525,6268376,2.32841172601,631864128,889893494,0.710044665188,8412,0,0,0,0,0,0,0,0,0,0,0
coarse_edge_mesh,setup,0.0125821639999,0.0125821639999,0.0125821639999,1,0.00174248317451,6310323,168382,2.66835786377,12796834,24782953,0.516356303464,511,0,0,0,0,0,0,0,0,0,0,0
coarse_surface_mesh,setup,8.236847312,8.236847312,8.236847312,1,1.14070742142,5677822256,167690125,2.95342329223,15311524635,17982325984,0.851476313388,17204,0,0,0,0,0,0,0,0,0,0,0
coarse_volume_mesh,setup,14.238190002,14.238190002,14.238190002,1,1.97182348872,5315355079,125319294,2.35768433411,13427322128,21452066851,0.625922071811,19399,0,0,0,0,0,0,0,0,0,0,0
coarse_mesh_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
submesh_initialization,setup,0.000113160999945,0.000113160999945,0.000113160999945,1,1.5671480551e-05,1742747542,34782745,1.99585678142,4772897107,7490007493,0.637235291348,1,0,0,0,0,0,0,0,0,0,0,0
metis_partition,compute,0.0804875210001,0.0804875210001,0.0804875210001,1,0.0111465842523,1790900502,39201008,2.18889926918,4886444149,7666182267,0.637402553033,38,0,0,0,0,0,0,0,0,0,0,0
face_map_setup,compute,0.00701032100005,0.00701032100005,0.00701032100005,1,0.000970847812077,1745763663,34857059,1.99666539857,4780791430,7504691906,0.637040332885,270,0,0,0,0,0,0,0,0,0,0,0
face_local_extract,compute,0.176611763,0.176611763,0.176611763,1,0.0244586722483,1823164185,37133567,2.03676483476,4981876826,7874946086,0.632623610574,405,0,0,0,0,0,0,0,0,0,0,0
face_pre_collective_wait,synchronization,1.900000143e-06,1.900000143e-06,1.900000143e-06,1,2.63127891256e-07,1742661606,34778344,1.99570265852,4772740425,7489797788,0.637232213752,0,0,0,0,0,0,0,0,0,0,0,0
face_collective_setup,compute,0.000155382000003,0.000155382000003,0.000155382000003,1,2.15185973278e-05,1742667849,34779411,1.995756737,4772752033,7489948930,0.637220904656,18,0,0,0,0,0,0,0,0,0,0,0
face_allgatherv,communication,0.0453205389999,0.0453205389999,0.0453205389999,1,0.00627636682114,1851833155,35053082,1.89288553914,4984840016,7585932305,0.657116332651,227,0,0,0,0,0,1,1,4859624,4859624,4859624,4859624
face_global_merge,compute,0.0716354409999,0.0716354409999,0.0716354409999,1,0.0099206742689,1760931458,35622185,2.02291718046,4817412567,7647128441,0.629963600607,0,0,0,0,0,0,0,0,0,0,0,0
part_face_create,compute,0.0419228800001,0.0419228800001,0.0419228800001,1,0.00580583062085,1756340021,35233867,2.00609600526,4806421226,7581486072,0.63396821947,103,0,0,0,0,0,0,0,0,0,0,0
surface_refine,compute,0.565610838,0.565610838,0.565610838,1,0.0783305136177,1987372866,43479894,2.18780756967,5285260742,8599482225,0.614602205542,12523,0,0,0,0,0,0,0,0,0,0,0
refined_surface_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
local_volume_mesh,compute,587.770658989,587.770658989,587.770658989,1,81.3993907381,303082644782,8493093198,2.80223673121,794538410336,1.2599297667e+12,0.630621191224,300493,0,0,0,0,0,0,0,0,0,0,0
volume_refine,compute,72.797360794,72.797360794,72.797360794,1,10.081586628,292237828531,8655229767,2.96170752791,749536129137,1.28038018191e+12,0.585401226703,3133240,0,0,0,0,0,0,0,0,0,0,0
refined_volume_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjacency_build,compute,0.00245428800008,0.00245428800008,0.00245428800008,1,0.000339890303892,273774111119,7912286754,2.89007851095,713342947774,1.14698270335e+12,0.621929995712,0,0,0,0,0,0,0,0,0,0,0,0
vertex_numbering_local,compute,0.307159561,0.307159561,0.307159561,1,0.0425380218328,273825361442,7915682611,2.89077774583,713475174113,1.1476315875e+12,0.621693566023,992,0,0,0,0,0,0,0,0,0,0,0
vertex_count_pre_collective_wait,synchronization,1.20200002129e-05,1.20200002129e-05,1.20200002129e-05,1,1.66463003731e-06,273773797943,7912261669,2.8900726543,713342281494,1.14697730841e+12,0.621932340129,1,0,0,0,0,0,0,0,0,0,0,0
vertex_count_allgather,communication,7.57809998504e-05,7.57809998504e-05,7.57809998504e-05,1,1.0494785888e-05,273773800009,7912262058,2.89007277458,713342284417,1.14697739164e+12,0.621932297545,7,0,0,0,0,0,1,1,4,4,4,4
element_count_pre_collective_wait,synchronization,3.38000018019e-06,3.38000018019e-06,3.38000018019e-06,1,4.68090659433e-07,273773797984,7912261669,2.89007265387,713342281494,1.14697731592e+12,0.621932336059,0,0,0,0,0,0,0,0,0,0,0,0
element_count_allgather,communication,1.05999997686e-05,1.05999997686e-05,1.05999997686e-05,1,1.46797651396e-06,273773798372,7912261687,2.89007265635,713342282219,1.14697732432e+12,0.621932332134,0,0,0,0,0,0,1,1,4,4,4,4
vertex_exchange_prepare,compute,2.37999984165e-06,2.37999984165e-06,2.37999984165e-06,1,3.29602259154e-07,273773797972,7912261665,2.89007265254,713342281441,1.14697731697e+12,0.621932335442,0,0,0,0,0,0,0,0,0,0,0,0
vertex_exchange,communication,7.20000116416e-07,7.20000116416e-07,7.20000116416e-07,1,9.97116305677e-08,273773797886,7912261644,2.89007264577,713342281336,1.14697730279e+12,0.621932343037,0,0,0,0,0,0,0,0,0,0,0,0
vertex_exchange_unpack,compute,2.1599998945e-06,2.1599998945e-06,2.1599998945e-06,1,2.99134828726e-07,273773798078,7912261662,2.89007265032,713342281665,1.14697730572e+12,0.621932341739,0,0,0,0,0,0,0,0,0,0,0,0
partition_result_io,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
volume_exchange_pack,compute,7.588091396,7.588091396,7.588091396,1,1.05086228285,549177632771,15894383446,2.89421536813,1.43027052554e+12,2.31061654457e+12,0.61899951721,0,0,0,0,0,0,0,0,0,0,0,0
volume_size_exchange,communication,2.54000001405e-05,2.54000001405e-05,2.54000001405e-05,1,3.51760419573e-06,273773797994,7912261657,2.89007264938,713342281437,1.14697730422e+12,0.621932342353,1,0,0,0,0,0,0,0,0,0,0,0
volume_payload_prepare,compute,3.00000010611e-07,3.00000010611e-07,3.00000010611e-07,1,4.15465074884e-08,273773797929,7912261654,2.89007264897,713342281430,1.14697730172e+12,0.621932343701,0,0,0,0,0,0,0,0,0,0,0,0
