stage,category,time_min_s,time_avg_s,time_max_s,max_over_avg,max_percent_of_total,cache_references_total,cache_misses_total,cache_miss_rate_percent,instructions_total,cycles_total,ipc,minor_faults_total,major_faults_total,rchar_total_bytes,wchar_total_bytes,physical_read_total_bytes,physical_write_total_bytes,send_messages_total,receive_messages_total,send_total_bytes,receive_total_bytes,send_max_rank_bytes,receive_max_rank_bytes
geometry_load,io,1.713265719,1.75529676063,1.919789114,1.09371199051,2.52119882866,22429851249,387226542,1.72638925556,53059462440,60558026884,0.876175548811,95716,0,16562881,0,0,0,0,0,0,0,0,0
coarse_local_size,setup,0.447626409,0.48733980775,0.712901873,1.46284350604,0.936231669432,5225714460,99678255,1.90745697575,12020577700,15116528917,0.795194304592,141040,0,0,0,0,0,0,0,0,0,0,0
coarse_edge_mesh,setup,0.012112158,0.01252512475,0.0127916959998,1.02128292174,0.0167989331412,100535113,2780699,2.76589831853,204404094,395882258,0.516325472712,8071,0,0,0,0,0,0,0,0,0,0,0
coarse_surface_mesh,setup,8.077981091,8.19046879656,8.39190573,1.0245940664,11.0208265806,90662497958,2610574366,2.87944235467,244999918476,285281844271,0.85879954647,234794,0,0,0,0,0,0,0,0,0,0,0
coarse_volume_mesh,setup,13.424443267,13.5531623833,13.782862891,1.01694811153,18.1006015312,89369305928,1995393242,2.23275007149,223407543170,382309887046,0.584362452397,408614,0,0,0,0,0,0,0,0,0,0,0
coarse_mesh_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
submesh_initialization,setup,0.00011838200021,0.000123814125004,0.000137841999958,1.11329785639,0.00018102357509,57629758747,1167232393,2.02539871479,150525830153,257169135751,0.585318411999,20,0,0,0,0,0,0,0,0,0,0,0
metis_partition,compute,0.115920914,0.121533647813,0.148208295,1.21948363821,0.194637305226,58728475708,1253817355,2.13493937972,153114068084,261413393614,0.585716232697,5071,0,0,0,0,0,0,0,0,0,0,0
face_map_setup,compute,0.00674179700013,0.007014110375,0.0073808919999,1.05229196652,0.0096930939596,57678765343,1168338073,2.02559480261,150652177187,257408017383,0.585266064044,1526,0,0,0,0,0,0,0,0,0,0,0
face_local_extract,compute,0.153441402,0.159199085438,0.165779868,1.04133681135,0.21771350091,58620810346,1201969160,2.05041375734,153171907690,262730426696,0.583000262346,7418,0,0,0,0,0,0,0,0,0,0,0
face_pre_collective_wait,synchronization,3.61009999779e-05,0.0336451985625,0.0450491660001,1.33894784174,0.0591616567275,58330143096,1167829813,2.00210345975,151896568453,258348544772,0.587952096216,2,0,0,0,0,0,0,0,0,0,0,0
face_collective_setup,compute,0.000104721000071,0.000113647812512,0.000122220999856,1.0754364484,0.000160509005613,57628454070,1167175945,2.02534661711,150523495672,257167527945,0.585312993731,229,0,0,0,0,0,0,0,0,0,0,0
face_allgatherv,communication,0.053240298,0.05357355225,0.0537849760001,1.00394642022,0.0706341219991,59498650356,1174105697,1.97333164698,154158929747,259000855334,0.595206257324,13281,0,0,0,0,0,16,16,4859624,77753984,305624,4859624
face_global_merge,compute,0.07335483,0.0757570424375,0.0796090810002,1.05084726698,0.104548109115,57921022777,1181423165,2.0397139214,151236576253,259813029637,0.582097735684,3976,0,0,0,0,0,0,0,0,0,0,0
part_face_create,compute,0.0178121599999,0.0189360621875,0.0199225870001,1.05209767494,0.0261637086294,57706523212,1170190804,2.02783106461,150706272640,257826184727,0.58452663681,156,0,0,0,0,0,0,0,0,0,0,0
surface_refine,compute,0.031543225,0.040360658875,0.056699082,1.4048106146,0.0744611260071,57909751608,1176620296,2.03181720406,151102308835,258484368058,0.584570393832,18270,0,0,0,0,0,0,0,0,0,0,0
refined_surface_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
local_volume_mesh,compute,27.933431879,36.3767072574,44.593325543,1.22587581189,58.5630157527,312178490278,7794411388,2.49678040952,846593021852,1.37270239252e+12,0.616734571501,401935,0,0,0,0,0,0,0,0,0,0,0
volume_refine,compute,2.796348091,3.53866570256,4.138113483,1.16939938124,5.43445464406,274951405640,7072699223,2.57234517734,727131355476,1.23472006602e+12,0.588903813492,268358,0,0,0,0,0,0,0,0,0,0,0
refined_volume_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjacency_build,compute,0.00310839300005,0.00333614874998,0.00363214899994,1.08872513552,0.00476998735819,256629102855,6342204779,2.4713505633,691750268695,1.12135517141e+12,0.616887750045,30,0,0,0,0,0,0,0,0,0,0,0
vertex_numbering_local,compute,0.0338232000001,0.0395743563125,0.0450597200002,1.1386090438,0.0591755169647,256841308206,6347311984,2.47129717113,692264823984,1.12259207714e+12,0.616666408113,6026,0,0,0,0,0,0,0,0,0,0,0
vertex_count_allgather,communication,0.000139902000001,8.82823685456,17.886704017,2.02607885489,23.4900473637,441745171666,6428942941,1.45535103796,1.05617019334e+12,1.43172848943e+12,0.737688885245,463,0,0,0,0,0,16,16,64,1024,4,64
element_count_allgather,communication,5.12199999321e-05,0.000436650187481,0.000635687000113,1.45582669683,0.000834827798736,256626053741,6341678244,2.47117475079,691743843084,1.12125383706e+12,0.616937771109,26,0,0,0,0,0,16,16,64,1024,4,64
vertex_exchange_prepare,compute,6.50099991617e-06,6.68558750334e-05,0.000219542999957,3.28382509163,0.000288318935813,256617893466,6341661443,2.47124678538,691727895070,1.12123946309e+12,0.616931456518,247,0,0,0,0,0,0,0,0,0,0,0
vertex_exchange,communication,0.00232018600013,0.00392707212501,0.0081400680001,2.07280837759,0.0106900959889,256722073326,6342092710,2.47041192362,691933347181,1.1213694215e+12,0.617043174099,1136,0,0,0,0,0,23,23,2756358,2756358,379390,369116
vertex_exchange_unpack,compute,1.09999996312e-06,0.00279237531248,0.00666845499995,2.38809409686,0.00875747279337,256633850632,6341967725,2.47121247231,691766448127,1.12132657609e+12,0.616917910336,5498,0,0,0,0,0,0,0,0,0,0,0
partition_result_io,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
volume_exchange_pack,compute,0.790082901,0.939457878062,1.066333754,1.13505222416,1.40038267325,522612532307,12811549730,2.4514432659,1.41037056352e+12,2.27527297777e+12,0.619868726656,26197,0,0,0,0,0,0,0,0,0,0,0
volume_size_exchange,communication,3.3841000004e-05,0.077902284125,0.243863733,3.13037975381,0.320258591691,258235793603,6342458899,2.45607272737,694921186693,1.1239784337e+12,0.618269146324,114,0,0,0,0,0,40,40,160,160,12,12
volume_payload_prepare,compute,0.000165002000131,0.000336489124976,0.000885111000116,2.63042973582,0.00116238851468,256617898572,6341671730,2.4712507449,691729743172,1.12124495429e+12,0.61693008341,1612,0,0,0,0,0,0,0,0,0,0,0
volume_payload_exchange,communication,0.00174665999998,0.0208772858125,0.110289578,5.28275461621,0.144839843522,257016169938,6342284162,2.46765958871,692513945377,1.12192489917e+12,0.617255170904,7581,0,0,0,0,0,40,40,58679400,58679400,6208800,6215520
volume_exchange_unpack,compute,0.543527321,0.711774527938,0.877847987,1.23332312768,1.15285022736,264127260657,6557816391,2.48282451977,712967109095,1.14346838723e+12,0.623512741636,492510,0,0,0,0,0,0,0,0,0,0,0
final_mesh_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
testout_io,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
final_count_exchange,communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quality_evaluation,postprocess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
