stage,category,time_min_s,time_avg_s,time_max_s,max_over_avg,max_percent_of_total,cache_references_total,cache_misses_total,cache_miss_rate_percent,instructions_total,cycles_total,ipc,minor_faults_total,major_faults_total,rchar_total_bytes,wchar_total_bytes,physical_read_total_bytes,physical_write_total_bytes,send_messages_total,receive_messages_total,send_total_bytes,receive_total_bytes,send_max_rank_bytes,receive_max_rank_bytes
geometry_load,io,1.971593606,2.28896435462,3.30310295,1.44305565236,2.69953404303,11228295865,209548496,1.86625377991,26531887672,32922368024,0.805892445302,52228,0,8281497,0,103526400,0,0,0,0,0,0,0
coarse_local_size,setup,0.476258245,0.5322051465,0.648620144,1.2187408338,0.530099178327,2376380612,51820331,2.18064104455,5532811744,8054626663,0.686911010962,60911,0,0,0,0,0,0,0,0,0,0,0
coarse_edge_mesh,setup,0.0148496849999,0.015512440875,0.0159161900001,1.02602744006,0.0130078587894,50235681,1346249,2.67986612942,102111482,199879715,0.510864656776,4106,0,0,0,0,0,0,0,0,0,0,0
coarse_surface_mesh,setup,8.225175101,8.51632442113,8.821021353,1.03577798553,7.20917506877,45394299863,1315661089,2.8982958058,122489398286,148450238693,0.825120925129,124559,0,0,0,0,0,0,0,0,0,0,0
coarse_volume_mesh,setup,14.22353036,14.4358774121,14.740909651,1.02113014888,12.047334894,42482548230,1029262913,2.42278995937,107319927914,173665570855,0.617968935268,234545,0,0,0,0,0,0,0,0,0,0,0
coarse_mesh_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
submesh_initialization,setup,0.000223323,0.000237163125064,0.000262983000084,1.10886968627,0.000214928681368,34108281509,870500048,2.55216624669,85161175782,141421260751,0.602180855479,43,0,0,0,0,0,0,0,0,0,0,0
metis_partition,compute,0.121874924,0.138943912125,0.162190381,1.16730829383,0.132553681066,34605836125,912955113,2.63815360421,86337542294,143701909034,0.60080998836,3865,0,0,0,0,0,0,0,0,0,0,0
face_map_setup,compute,0.00689863699995,0.00753579637498,0.00795937199996,1.05620847538,0.00650497305118,34132618624,871040628,2.55193027407,85224311658,141545602136,0.602097913124,2044,0,0,0,0,0,0,0,0,0,0,0
face_local_extract,compute,0.160863802,0.164613759875,0.167548323,1.01782696129,0.136932577833,34614792913,888172081,2.56587431631,86507459909,144283973898,0.59956388483,6969,0,0,0,0,0,0,0,0,0,0,0
face_pre_collective_wait,synchronization,3.47600000623e-05,0.018874001125,0.0377094159999,1.99795558717,0.0308188554143,34305264034,870946751,2.53881372298,85546747373,141751130779,0.603499576355,0,0,0,0,0,0,0,0,0,0,0,0
face_collective_setup,compute,0.00237852700002,0.00255901850002,0.00278723199995,1.08918008991,0.00227792708359,34107631143,870473865,2.55213814571,85160009895,141420833960,0.602174428692,125,0,0,0,0,0,0,0,0,0,0,0
face_allgatherv,communication,0.055091408,0.055707485375,0.056074028,1.0065797733,0.0458277413109,35048628933,873882677,2.49334340202,86989404027,142350517341,0.611092995318,6843,0,0,0,0,0,8,8,4859624,38876992,607936,4859624
face_global_merge,compute,0.0751401770001,0.079140571,0.0805062299999,1.0172561176,0.0657954995198,34254075610,877464334,2.56163483724,85516936364,142795675605,0.598876233483,3902,0,0,0,0,0,0,0,0,0,0,0
part_face_create,compute,0.0206216899999,0.021484845,0.022198272,1.03320605757,0.0181420294394,34151476006,872088141,2.55358843304,85262669016,141792216479,0.601321222936,24,0,0,0,0,0,0,0,0,0,0,0
surface_refine,compute,0.063661877,0.075051633125,0.082637645,1.10107723922,0.0675374456353,34369717742,878643687,2.5564472004,85699999421,142599331162,0.600984581924,26350,0,0,0,0,0,0,0,0,0,0,0
refined_surface_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
local_volume_mesh,compute,57.706954568,67.6615918499,80.550145747,1.19048552576,65.8313906368,278402179431,7540957896,2.70865620069,749711581743,1.19836207712e+12,0.625613573776,473652,0,0,0,0,0,0,0,0,0,0,0
volume_refine,compute,6.325637611,7.44650994838,8.910238181,1.19656567208,7.28208949743,253321017159,7137794532,2.8176874592,661039323455,1.11887737801e+12,0.590805870639,208318,0,0,0,0,0,0,0,0,0,0,0
refined_volume_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjacency_build,compute,0.00308072400003,0.00331325012499,0.00363510299985,1.09714113415,0.00297086843691,234791992347,6382599621,2.71840600576,624897704377,998994053373,0.625526951104,73,0,0,0,0,0,0,0,0,0,0,0
vertex_numbering_local,compute,0.0536370660002,0.068597527,0.0831632659999,1.21233621148,0.0679670210389,234951079110,6386994258,2.71843580468,625290217185,1.00007205021e+12,0.625245168137,10372,0,0,0,0,0,0,0,0,0,0,0
vertex_count_allgather,communication,0.000171642000169,13.4036726491,23.354923179,1.74242715339,19.087328233,376716984310,6888426940,1.8285416445,904677304270,1.23463475725e+12,0.732748935634,335,0,0,0,0,0,8,8,32,256,4,32
element_count_allgather,communication,4.5560999979e-05,0.00085449787494,0.00162338199993,1.89980811836,0.00132674489412,234795471196,6382372304,2.71826891357,624904838612,998951837763,0.625560527534,9,0,0,0,0,0,8,8,32,256,4,32
vertex_exchange_prepare,compute,8.44000010147e-06,9.09835000584e-05,0.000307324000005,3.37779926918,0.000251167345618,234786915026,6382332017,2.71835081452,624887987480,998937229440,0.625552806587,185,0,0,0,0,0,0,0,0,0,0,0
vertex_exchange,communication,0.00658569799998,0.00947375762496,0.0150653990002,1.590224238,0.0123125310014,234862089119,6382792555,2.71767682002,625035619911,999040085397,0.625636177214,1050,0,0,0,0,0,8,8,1465090,1465090,346236,603086
vertex_exchange_unpack,compute,1.11999997898e-06,0.00291275162502,0.00867960300002,2.97986375682,0.00709359778766,234795589984,6382493459,2.71831913855,624909107052,998984003859,0.625544658011,2106,0,0,0,0,0,0,0,0,0,0,0
partition_result_io,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
volume_exchange_pack,compute,1.467660277,1.9186305555,2.453168798,1.27860404963,2.00490653296,479134532491,12921469271,2.69683531342,1.27737702048e+12,2.03142434544e+12,0.628808561516,16290,0,0,0,0,0,0,0,0,0,0,0
volume_size_exchange,communication,3.09409999772e-05,0.278098963125,0.620084073,2.22972450538,0.506777442285,237701077552,6398847401,2.69197239949,630648520992,1.00382613388e+12,0.628244772384,16,0,0,0,0,0,16,16,64,64,12,12
volume_payload_prepare,compute,0.000202542999887,0.000268360874941,0.000317483999879,1.18304875832,0.000259470830539,234786916885,6382332059,2.71835081089,624889387161,998940532868,0.625552139092,170,0,0,0,0,0,0,0,0,0,0,0
volume_payload_exchange,communication,0.00181522299999,0.159241523,0.440210596,2.76442091049,0.359771859368,236438311587,6395902850,2.70510426465,628156094862,1.00171634321e+12,0.627079810686,2102,0,0,0,0,0,16,16,31152120,31152120,6383640,6409080
volume_exchange_unpack,compute,1.407863782,1.78894138975,2.868813343,1.60363741341,2.34460124306,242282679355,6645589210,2.7429072634,646144438783,1.02736903827e+12,0.628931196789,497398,0,0,0,0,0,0,0,0,0,0,0
final_mesh_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
testout_io,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
final_count_exchange,communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quality_evaluation,postprocess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
