stage,category,time_min_s,time_avg_s,time_max_s,max_over_avg,max_percent_of_total,cache_references_total,cache_misses_total,cache_miss_rate_percent,instructions_total,cycles_total,ipc,minor_faults_total,major_faults_total,rchar_total_bytes,wchar_total_bytes,physical_read_total_bytes,physical_write_total_bytes,send_messages_total,receive_messages_total,send_total_bytes,receive_total_bytes,send_max_rank_bytes,receive_max_rank_bytes
geometry_load,io,1.710040817,1.74641118666,1.962368805,1.12365794493,5.6697115046,0,0,0,0,0,0,1482808,0,264983553,0,0,0,0,0,0,0,0,0
coarse_local_size,setup,0.43374728,0.455263244383,0.670825996,1.47349034713,1.93816262133,0,0,0,0,0,0,1887463,0,0,0,0,0,0,0,0,0,0,0
coarse_edge_mesh,setup,0.0120741790001,0.012583720457,0.012896878,1.02488592655,0.0372618935766,0,0,0,0,0,0,141746,0,0,0,0,0,0,0,0,0,0,0
coarse_surface_mesh,setup,8.006673047,8.16110159111,8.431512678,1.03313414052,24.3604791871,0,0,0,0,0,0,3332923,0,0,0,0,0,0,0,0,0,0,0
coarse_volume_mesh,setup,13.110042923,13.5042684299,14.382786388,1.06505483526,41.5550070122,0,0,0,0,0,0,6567256,0,0,0,0,0,0,0,0,0,0,0
coarse_mesh_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
submesh_initialization,setup,0.000112042000183,0.000142696941404,0.000186442000086,1.30655918936,0.000538671604508,0,0,0,0,0,0,5613,0,0,0,0,0,0,0,0,0,0,0
metis_partition,compute,0.360022191,0.372933394477,0.424287584,1.13770338158,1.22585937472,0,0,0,0,0,0,228037,0,0,0,0,0,0,0,0,0,0,0
face_map_setup,compute,0.00652505399967,0.00747687848828,0.0542436629999,7.25485415937,0.156721773898,0,0,0,0,0,0,108581,0,0,0,0,0,0,0,0,0,0,0
face_local_extract,compute,0.149176609,0.15840169066,0.221241471,1.39671155073,0.639214866352,0,0,0,0,0,0,145027,0,0,0,0,0,0,0,0,0,0,0
face_pre_collective_wait,synchronization,4.66800001959e-05,0.0951936232266,0.115440112,1.21268744783,0.333531663076,0,0,0,0,0,0,2515,0,0,0,0,0,0,0,0,0,0,0
face_collective_setup,compute,9.49010000113e-05,0.000319976281256,0.0217881910003,68.0931440129,0.0629508361853,0,0,0,0,0,0,3907,0,0,0,0,0,0,0,0,0,0,0
face_allgatherv,communication,0.091544336,0.146170294738,0.179265832,1.22641766797,0.51793808966,0,0,0,0,0,0,176153,0,0,0,0,0,256,256,4859624,1244063744,26864,4859624
face_global_merge,compute,0.0726271549997,0.0770478847969,0.153209786,1.98850087064,0.442656489488,0,0,0,0,0,0,75946,0,0,0,0,0,0,0,0,0,0,0
part_face_create,compute,0.0180913149998,0.019040347832,0.0383725370002,2.01532752126,0.110866629115,0,0,0,0,0,0,3191,0,0,0,0,0,0,0,0,0,0,0
surface_refine,compute,0.00464412300016,0.00629155882813,0.0704176730001,11.1924047639,0.203452016623,0,0,0,0,0,0,7064,0,0,0,0,0,0,0,0,0,0,0
refined_surface_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
local_volume_mesh,compute,5.101362499,6.56774633941,8.353999938,1.27197359738,24.1365279744,0,0,0,0,0,0,209611,0,0,0,0,0,0,0,0,0,0,0
volume_refine,compute,0.134737536,0.218861492246,0.332567189,1.51953267606,0.960859147742,0,0,0,0,0,0,1128914,0,0,0,0,0,0,0,0,0,0,0
refined_volume_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
