stage,category,time_min_s,time_avg_s,time_max_s,max_over_avg,max_percent_of_total,cache_references_total,cache_misses_total,cache_miss_rate_percent,instructions_total,cycles_total,ipc,minor_faults_total,major_faults_total,rchar_total_bytes,wchar_total_bytes,physical_read_total_bytes,physical_write_total_bytes,send_messages_total,receive_messages_total,send_total_bytes,receive_total_bytes,send_max_rank_bytes,receive_max_rank_bytes
geometry_load,io,1.726675108,1.726675108,1.726675108,1,0.238312852816,1399555668,24589511,1.75695126405,3316450193,3737682923,0.887301106413,4972,0,1035181,0,0,0,0,0,0,0,0,0
coarse_local_size,setup,0.449888608,0.449888608,0.449888608,1,0.062092884252,267065623,6146401,2.30145719653,632596017,872683698,0.724885795907,9770,0,0,0,0,0,0,0,0,0,0,0
coarse_edge_mesh,setup,0.0125499640003,0.0125499640003,0.0125499640003,1,0.00173212534876,6287938,164857,2.62179747956,12805001,24639549,0.519692994381,559,0,0,0,0,0,0,0,0,0,0,0
coarse_surface_mesh,setup,8.17056154,8.17056154,8.17056154,1,1.12768743852,5672484382,160810780,2.83492680051,15310614249,17859855029,0.857264195266,14443,0,0,0,0,0,0,0,0,0,0,0
coarse_volume_mesh,setup,14.333615184,14.333615184,14.333615184,1,1.97830194565,5308108264,128698202,2.42455872411,13405255196,21702273934,0.617688968297,25102,0,0,0,0,0,0,0,0,0,0,0
coarse_mesh_save,io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
submesh_initialization,setup,0.000129861000005,0.000129861000005,0.000129861000005,1,1.79232012075e-05,3213455393,74386180,2.31483468425,8698566217,14557509536,0.597531205148,6,0,0,0,0,0,0,0,0,0,0,0
metis_partition,compute,0.0889381410002,0.0889381410002,0.0889381410002,1,0.0122750956493,3261763713,78767975,2.41488905791,8812113283,14750009595,0.597431020383,278,0,0,0,0,0,0,0,0,0,0,0
face_map_setup,compute,0.00751300699994,0.00751300699994,0.00751300699994,1,0.00103693284457,3216523895,74465258,2.31508486897,8706464888,14573272815,0.597426878542,220,0,0,0,0,0,0,0,0,0,0,0
face_local_extract,compute,0.185948575,0.185948575,0.185948575,1,0.0256643158751,3294041568,76743074,2.32975426739,8907543136,14962726872,0.595315493773,876,0,0,0,0,0,0,0,0,0,0,0
face_pre_collective_wait,synchronization,1.26000031742e-06,1.26000031742e-06,1.26000031742e-06,1,1.73903167307e-07,3213369770,74381657,2.31475560934,8698409483,14557282741,0.597529747671,0,0,0,0,0,0,0,0,0,0,0,0
